,NEO_REFERENCE_ID,EST_DIA_IN_M(MIN),EST_DIA_IN_M(MAX),RELATIVE_VELOCITY_KM_PER_SEC,MISS_DIST.(KILOMETERS),PERIHELION_DISTANCE,APHELION_DIST,PERIHELION_TIME,MEAN_ANOMALY,MEAN_MOTION,RISK_CATEGORY
167,3705275,9.151538431200905,20.463462028380704,11.842353019392158,539936.6560584605,0.8777938539828944,3.1999558592703803,2458152.5697244834,312.20617223569093,0.4041917752220979,0
168,3673653,28.44416412963086,63.603084555014895,6.17578405329726,14508049.37910864,0.9071395444845951,1.584156607565995,2457948.2285005026,247.3097300319361,0.8464620791671043,0
169,3754093,18.937996411040203,42.34664732548031,11.746445015441363,34824561.138314135,0.787704735175069,1.2427006924261288,2457877.418030685,115.85232294525316,1.034003740241407,0
170,3719503,34.674933242405615,77.53550786809984,2.7443397827654055,23964101.756630003,0.9946612952592556,1.2812876089623968,2457998.506528772,264.79066019830964,0.8130491127050519,0
171,3680600,14.656306125727612,32.77249679193453,8.218633838802551,29143438.450847834,0.7666439019109608,1.2672210061036417,2457909.7295817737,186.70372147117013,0.9808336994450249,0
172,3710396,15.332681529159345,34.28491816943764,9.756122424438493,540037.7215284493,0.9069792435738189,2.406148576828185,2457821.6005162196,84.24989513610626,0.46327770397764356,0
173,3599202,23.424552906922546,52.37889263868958,6.301863981610484,5937599.687781661,0.9457749273510635,2.236085454363593,2457872.962497565,60.15243394980392,0.5513473717113095,0
174,3638091,5.778185376016158,12.920415290436946,3.186326538970603,21088202.589137003,0.9447558353219243,1.20069465097398,2457895.809669722,143.92663779721696,0.8884615245044165,0
175,3627874,8.027031673,17.94898848,8.744188254572292,471789.0771909668,0.8449714982808385,1.629522359677412,2457780.2265351955,158.34115010122056,0.7230179033077494,0
176,3754253,6.402565005067053,14.316570579883136,12.626128241620659,48305848.68569819,0.8895709985946787,1.239803987747041,2458142.031965962,230.62863873890385,0.9080063032371025,0
177,3733598,16.82385023557014,37.619272762022334,17.442937095074075,33434756.526906647,0.5300185569875612,1.1810638493536765,2458098.1652379325,230.5838958932656,1.2466052943857029,0
178,3644476,5.842878293542714,13.065073049241324,7.714935498126262,101480.85374030082,0.7321424098418948,1.2209585559756277,2457941.145381775,57.612364259096765,1.0357838082026105,0
179,3755101,14.62249879875502,32.69690131292306,7.26884440654676,3891476.3566926303,1.0041250234939123,2.5854996595267776,2457567.2878668006,45.46627506513357,0.4209659626125808,0
180,3701010,15.737849555277386,35.190901428595815,5.337406550348855,14458291.23236123,0.9444913909305488,1.5135756373004363,2457961.8287867624,246.5913106864542,0.8538593230129745,0
181,3752670,24.713007589435435,55.25996489538201,7.8892550037545375,10581378.410570027,0.7952663060987916,1.1645284590263756,2457874.033015761,128.3559893573623,1.0162292355979634,0
182,3694394,19.242603092201346,43.02776857309036,6.713015111692218,3419110.683467237,1.009327654127929,1.5991164321996822,2457830.627687491,99.98892205021421,0.7008813585331977,0
183,3632416,21.84923431184805,48.85637316689479,7.984372502020934,26624470.25270331,0.9086431318676896,1.0861853473805139,2457942.800001099,58.07264362921939,0.9962812847933369,0
184,3094220,8.979413331873769,20.078578609152785,11.123033269997064,42683939.702466175,0.9836883371861702,1.5273334248797765,2457903.912585314,70.19371456440007,0.7006237337341003,0
185,3078264,9.726013646678947,21.74802765888465,5.110269300899463,3981062.1871345853,0.7724548181292118,1.1229545233821876,2457976.105003125,24.286899314646128,1.1149149309049506,0
186,3687152,24.10174563427953,53.89314162453365,9.128722027887695,24329629.715288613,0.79016191786533,1.536868724053446,2457921.3365541287,190.036654218144,0.7861815890134424,0
187,3638047,20.614016880461214,46.09434303444143,5.152553976825399,38804468.94947619,1.0041162049138423,1.8940004200378961,2458027.36159077,185.0027053650735,0.6436931162821191,0
188,3769353,27.22265262610026,60.871701802002804,9.482392974509144,21999015.771260586,0.9918798501244884,1.2583016050286386,2457955.138499952,100.91790006560367,0.8397606632879044,0
189,3685687,11.498147592314497,25.710639636051823,4.346856268999632,17491947.40229824,0.9304372093110901,1.1227533667164988,2458027.8588368744,269.1412681280216,0.9480102076408429,0
190,3758431,9.088857799840707,20.32330387642463,5.193624031273598,17345982.044278584,0.8948870569514756,1.2723926380008637,2457981.1305260826,261.45158713939963,0.8804014599226211,0
191,3740275,49.52814995930481,110.74831012705252,2.2152337979680743,46057619.009812966,1.0350864718544563,2.0144267321571694,2457746.4592744326,143.05022833633035,0.5484053292213712,0
192,3734677,14.08276192065601,31.490012965198506,14.834979064403228,7204224.608647039,1.0216724292323067,1.4230928860570229,2457915.224570776,81.69522469432302,0.7308992760232695,0
193,3664984,20.944570215392773,46.833482770058595,5.121991274084911,14665477.412407432,0.8637074254963546,1.1643534764216494,2458011.584686661,232.04298620451613,1.0057344776468669,0
194,3761741,11.330770025923771,25.33637201516306,8.068202943824021,2181643.7970578214,0.9282582384427311,1.944654304453771,2457934.7359644375,40.51678571516765,0.5909340116317541,0
195,3745402,25.951818658717674,58.030030655932265,4.658162563336102,6420147.728602806,1.0310669809407644,2.001813333823317,2458149.1380802724,280.85193551327586,0.5404988205909272,0
196,3645798,9.593990636761292,21.452815242775777,6.917558979807955,38711205.65412793,0.9096618800395355,1.3027990707978145,2458111.3701733076,184.8245981922847,0.8593494895797353,0
197,3746891,21.92894237830042,49.03460583280095,4.692932428612418,12776827.538579738,0.9902960326621872,1.775512798747969,2458171.6467053434,258.547528273924,0.6536172689305438,0
198,3747513,17.66019395759973,39.48939418727906,3.8726425633236987,12771150.51180074,0.9295524242125441,1.5366446454757543,2458142.5796562345,260.86544387630374,0.7829805762556526,0
199,3679657,10.804870928193079,24.160425889275743,5.834188487741296,23969925.823220745,0.7630211358142935,1.3009287054441476,2457939.5416203905,55.69390739335236,0.9615542035130951,0
200,3555369,13.56732991113116,30.33747195362697,7.480551627075453,38948522.85502157,0.7867159328215718,1.3266236552702906,2457897.2238149894,92.59531703934834,0.924289618373741,0
201,3762334,12.564169766672034,28.09433767341549,8.851388905195796,43718447.312647104,0.6698442198319323,1.239855823139691,2457891.917373103,117.6154072152319,1.0608718309549416,0
202,3465718,28.75709977155665,64.3028299503985,6.389415972495942,31336241.65723438,0.802277802564407,1.2493854041032955,2457983.194488776,183.8452721027105,0.9490388854693811,0
203,3587198,16.966105336252944,37.93736484436539,10.67071687057334,4351934.793224521,0.8198319441788103,1.8581692140717039,2457894.611540611,65.49010067450834,0.643895127561779,0
204,3761815,9.667713842813653,21.617665341534547,8.160583185869184,11325147.380138287,0.8223797985977885,1.686968544905467,2457901.8584754174,116.42444584120273,0.7017290033653208,0
205,3554910,7.821089770490301,17.488488385076643,10.526603981323492,243722.84202552508,0.6513228769619165,1.4360368934571337,2457886.5799680487,208.42742593435162,0.9666755842175754,0
206,3750694,11.823665598906299,26.438520026092633,9.910279444691524,27876219.098368287,0.8487521166613207,1.2143235707585869,2458073.5375718162,247.1861801384688,0.9508239222218438,0
207,3474271,11.798784267740539,26.382883678084333,15.108268530951605,35218703.47207531,0.7257959769825096,1.2548310453524962,2458061.8748372,183.3630028973441,1.0001061075054452,0
208,3752866,20.2158198164454,45.20394732641627,11.425037042483458,38643853.57589399,0.8214676330836251,1.3838619931773268,2457924.4455122026,255.90059203538215,0.8576640555383919,0
209,3682320,107.38924131480519,240.1296437038525,2.4300968265647027,46048445.26286866,1.2296077785495085,2.5249544735187475,2457839.972136402,116.54823266085415,0.4017992401068839,0
